,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,id
562,0.47,0.601,1,-6.846,0,0.243,0.384,3.26e-05,0.513,0.366,97.75,174757,4,1,0FPMwL6lPQP5dYZr4fVKvp
563,0.595,0.864,9,-6.501,0,0.0363,0.000155,0.000419,0.163,0.481,120.039,224066,4,0,5l4g3okqypHNJGk4htNoj4
564,0.681,0.504,7,-11.099,1,0.0284,0.669,0.0,0.142,0.705,89.994,172627,4,1,1kCewNSs909Xj1naXr36X8
565,0.663,0.703,2,-3.763,0,0.0537,0.376,0.0,0.21,0.932,195.969,210120,4,0,71hlW24Et0ZIHjp6pI7SXU
566,0.841,0.86,1,-8.915,0,0.0394,0.173,1.84e-06,0.224,0.915,111.982,150361,4,0,7GVxAP3rK73EvCoAqxk5vJ
567,0.751,0.788,7,-5.975,1,0.236,0.00995,0.0,0.0573,0.736,152.57,193306,4,0,0BQ7uJTvZDZxH4k7cwrSQ1
568,0.654,0.727,0,-4.834,0,0.0727,0.64,0.0,0.415,0.866,155.11,204640,4,0,1Lp14SCjlGEvGSC4uDwrpD
569,0.821,0.78,1,-6.42,1,0.0486,0.227,3.56e-06,0.095,0.887,105.314,215067,4,0,0mgTAs7MVas9SyGNQeKFJp
570,0.64,0.505,10,-5.766,1,0.0362,0.176,0.0,0.0769,0.786,180.625,247893,4,0,5gUoppDphfYsIiguGr5drh
571,0.682,0.595,8,-12.279,1,0.0883,0.126,0.0,0.253,0.939,182.108,218293,4,0,4ICNUqLxAZjHyyXnINFkp2
572,0.644,0.568,9,-3.077,0,0.038,0.369,0.0,0.151,0.654,81.409,156520,4,0,7hbk4BaF66O09R1gq0bKwj
573,0.84,0.825,2,-3.381,1,0.0527,0.378,0.000899,0.0268,0.923,136.842,186547,4,0,3a6TQVSXm6zCQzNhTVO2Mo
574,0.821,0.872,2,-5.113,0,0.218,0.139,0.0,0.135,0.945,159.962,177053,4,0,4MzglbfmgFrjfmyEaoKNmD
575,0.77,0.644,8,-5.457,1,0.0377,0.434,2.17e-06,0.0684,0.963,114.992,151587,4,0,72YKqem3dQrjdoMEH28AVH
576,0.713,0.74,3,-3.253,1,0.0352,0.518,0.0,0.112,0.978,129.968,145827,3,0,7LNtyuekYHiZ99UxkrfCQR
577,0.78,0.925,1,-3.313,1,0.0363,0.456,3.95e-06,0.248,0.965,101.962,148693,3,0,3xX5uR8mDntlOXZ3FbdEqh
578,0.728,0.662,5,-9.722,1,0.0722,0.133,0.0,0.22,0.962,126.042,220960,4,0,01sw4YF783cqydsJQbJCwT
579,0.892,0.768,5,-6.011,1,0.131,0.147,0.0,0.282,0.906,135.091,241453,4,0,3PTfu2zsB5IH0nTu9vP8iR
580,0.695,0.94,10,-4.29,1,0.0593,0.13,0.0,0.0699,0.981,156.288,236640,4,0,2UwprRPnvsWhN3ygnpayMD
581,0.789,0.67,7,-12.263,1,0.0578,0.306,0.0,0.0435,0.984,89.532,169600,4,0,3M7WBL64QOmuPiPjhySCJW
582,0.75,0.739,2,-3.545,1,0.0465,0.44,0.0332,0.322,0.876,184.083,230307,4,0,6FuPWuTNlltDIM26lPycVF
583,0.844,0.717,7,-4.947,1,0.0392,0.00966,0.0,0.344,0.965,145.065,199080,4,0,79xkyiTBHqdGg3SirACPwy
584,0.744,0.738,7,-7.282,1,0.0362,0.045,0.0134,0.0746,0.924,98.14,198613,4,0,68uupqD2ijA27hJxtvnsLH
585,0.749,0.7,0,-4.717,0,0.0314,0.223,0.000218,0.0716,0.836,92.991,216987,4,0,2LyHAsMcpW0Dm17rWYa79p
586,0.607,0.498,0,-5.75,1,0.064,0.544,4.71e-06,0.0777,0.594,155.902,164027,3,1,7ENNmSQQajwKTPX0m7ejYA
587,0.635,0.675,9,-4.371,0,0.0266,0.232,0.0,0.0679,0.764,149.372,225907,4,0,3fbALzbCtA459yOAJ2FChx
588,0.791,0.772,10,-5.642,1,0.0425,0.48,5.69e-05,0.274,0.979,153.134,219480,4,0,50GRxHQ3cW2yBmlPIF9urf
589,0.788,0.715,10,-4.71,1,0.0919,0.393,3.53e-06,0.0613,0.905,79.991,139187,4,0,7dbOcZwBpDCUqR7sIz3djU
590,0.781,0.795,11,-5.88,0,0.0433,0.444,0.0,0.333,0.968,101.987,205093,4,0,6M870HixVgIS4VTudBHcz8
591,0.74,0.715,0,-3.341,1,0.0448,0.548,7.46e-06,0.0613,0.926,146.517,165947,4,0,6lsukPXxhMdPfG6nVtLE2R
592,0.433,0.431,2,-6.422,1,0.0367,0.169,0.0,0.307,0.722,177.732,199320,4,1,63bmZnBN1CiJ9sA4qTEe8y
593,0.783,0.799,10,-6.979,0,0.0897,0.0359,0.0559,0.0538,0.784,147.003,197982,4,0,00xWJo63OSXjWyihycznbe
594,0.695,0.432,11,-8.195,0,0.0479,0.312,0.0,0.296,0.765,81.109,216107,4,0,5hrxAFrYbNTLjAYSrmbpgr
595,0.896,0.689,5,-3.903,1,0.158,0.108,0.0,0.0766,0.84,150.027,160987,4,0,050LR97VqIBFqQ57IJUyHY
596,0.901,0.832,3,-5.107,1,0.0538,0.302,0.216,0.0776,0.858,107.006,113307,1,0,57qATI59zt97GfYpac1FoS
597,0.832,0.843,4,-7.595,1,0.0449,0.0477,0.00883,0.0908,0.991,146.141,174160,4,0,07Ag8vm1pW409NrhpPokFg
598,0.576,0.956,7,-3.452,1,0.151,0.155,1.24e-05,0.334,0.93,157.555,235147,4,0,4b07ImFm5cxW7gx05lFWqG
599,0.561,0.902,5,-5.648,1,0.0401,0.184,3.29e-05,0.103,0.961,154.103,151876,4,0,6uhEqYTqhEkSH6Rlf3ILpj
600,0.534,0.925,9,-5.198,1,0.035,0.00201,0.000692,0.134,0.753,166.9,271320,4,0,0NfdbvWFwlVMA183QibxCB
601,0.841,0.666,11,-3.96,0,0.0311,0.324,0.0,0.27,0.861,124.902,169920,4,0,5fnbYKGq0zhFCCesNhiUE6
602,0.738,0.483,0,-9.097,1,0.0526,0.467,0.0,0.086,0.774,90.941,181307,4,1,1Y372uxsCkKqNclj2ercap
603,0.854,0.848,7,-5.93,1,0.041,0.234,6.66e-05,0.0294,0.949,103.32,172707,4,0,71J3ktUHU5n0EWAfD7VVFX
604,0.819,0.48,5,-6.966,1,0.0489,0.685,2.03e-06,0.116,0.759,114.04,200162,3,1,4PR0r2us3a64lTew6TVlF2
605,0.69,0.427,7,-5.69,1,0.0328,0.555,1.09e-06,0.276,0.887,141.907,180080,3,1,4cuti7K7IqIUm5f9pcCGjh
606,0.631,0.75,8,-5.882,1,0.0315,0.609,0.000533,0.108,0.964,153.835,168253,4,0,6uJ0y1FoiRjVUpCPGdsydA
607,0.866,0.891,7,-7.382,1,0.0849,0.591,2.63e-06,0.0491,0.96,140.395,187292,4,0,6bJlR3XVNgAOIkKdiKkZz4
608,0.722,0.652,7,-7.172,0,0.0351,0.388,0.0,0.106,0.963,89.613,146013,4,0,1jjLhYePEexexawOF6DgzP
609,0.81,0.72,0,-6.084,0,0.162,0.196,0.000341,0.107,0.896,154.391,177347,4,0,2gnuSmoVQu8Xqi3DecCpaX
610,0.543,0.903,11,-6.658,0,0.039,0.0102,0.00585,0.0862,0.962,162.241,263306,4,0,5EJ2THuhAapEIeQOtXUQ0x
611,0.598,0.589,8,-4.591,1,0.0297,0.626,1.08e-06,0.115,0.967,130.562,170600,4,0,17Atin09BMavpAvwc8qWph
612,0.789,0.518,2,-5.417,0,0.0406,0.398,0.0,0.0891,0.78,94.001,266213,4,0,63USmok1OioBzKuWGW9wAg
613,0.661,0.619,6,-11.348,1,0.0757,0.543,0.0,0.0883,0.952,181.967,227440,4,1,2ZQB09LvHaOuMJBgCfOKHp
614,0.826,0.642,4,-5.186,0,0.0619,0.0534,1.18e-06,0.121,0.9,90.991,252947,4,0,5aLELbBB0Pa7TlGJJyBJo9
615,0.864,0.662,11,-10.182,1,0.0977,0.125,0.0,0.148,0.964,136.48,160627,4,0,2nbq7IAJfYK9fuw5g2ePv3
616,0.5,0.411,2,-5.796,1,0.0294,0.376,0.0,0.147,0.468,80.831,157493,4,1,6P3dT8EkJd0LOyZklOl0Na
617,0.783,0.59,5,-6.917,0,0.113,0.0577,0.0,0.0524,0.962,172.016,223160,4,0,7d00W7wOsi1V9nKxcedEi7
618,0.688,0.725,9,-9.161,0,0.0626,0.474,0.857,0.291,0.671,182.067,169640,4,0,2J0QDG9aKp41dl3nT9d9IQ
619,0.939,0.586,10,-3.736,1,0.0589,0.426,8.2e-05,0.161,0.93,120.042,154493,3,0,2NRFCNwTDT4uReqyyQrovU
620,0.837,0.643,10,-7.67,1,0.121,0.7,0.00118,0.141,0.835,155.029,164206,4,0,4WIKeVqB17mcYrWE5NWWoN
621,0.895,0.677,6,-7.195,0,0.0446,0.15,0.00199,0.142,0.614,95.021,191333,4,0,6sti0UCUQQzfmSfzCHHUXW
622,0.618,0.744,0,-5.426,1,0.0583,0.166,0.0,0.234,0.958,177.506,167987,4,0,6sr4ax5EHAsAxC4jjEaZJ0
623,0.569,0.721,10,-5.889,1,0.0375,0.102,3.38e-05,0.205,0.927,180.06,187524,4,0,0o9Vr0BGIQPh32staLHcuU
624,0.467,0.619,5,-10.079,1,0.0359,0.763,0.00545,0.181,0.826,176.296,190800,4,1,7Eo1JOdPvYYZqveKzXh8pN
625,0.817,0.918,9,-4.96,1,0.0662,0.257,3.84e-05,0.0629,0.965,132.023,193453,4,0,2HFWe77s9n7MExMTFY035N
626,0.826,0.569,10,-10.619,1,0.0409,0.00195,0.000189,0.0636,0.881,97.017,283240,4,0,6Y0Z4tAyI5JwBPVbxKQpXe
627,0.601,0.775,5,-7.697,1,0.0333,0.368,0.0,0.0535,0.961,159.109,188310,4,0,2WBdwIbWx9glAFgzuwqCEI
628,0.941,0.586,10,-3.77,1,0.059,0.434,0.000157,0.247,0.938,120.023,154540,3,0,0JTq2Zh8PQsIj0gqxnM7SY
629,0.81,0.96,5,-4.97,1,0.0587,0.0686,0.235,0.0724,0.892,77.006,199893,4,0,5L5Ox4ze5TZaQNw5CvD6CL
630,0.817,0.809,5,-4.914,1,0.2,0.0707,0.0034,0.0635,0.921,151.984,176840,4,0,2HAO2lqg5RPEQFXreAJV6T
631,0.355,0.351,9,-9.513,1,0.0455,0.39,0.00257,0.394,0.471,164.933,179397,4,1,4Fvnz1ZJ86IdqDAepWYPAh
632,0.674,0.953,7,-2.723,1,0.165,0.0737,0.00954,0.0538,0.805,150.029,121027,4,0,16RyGCJmiM2GPdTuikdEkM
633,0.589,0.49,7,-5.291,1,0.0302,0.393,0.0,0.118,0.604,160.179,233547,4,1,4prmUBle7TtAeeUgCnsc3Z
634,0.682,0.844,9,-9.452,1,0.036,0.0319,0.00162,0.0536,0.891,115.883,254667,4,0,0EVcfyLGhkvm2RMXMWI456
635,0.517,0.489,8,-7.598,1,0.0508,0.191,5.99e-06,0.0506,0.768,165.908,199333,3,1,2OFmcOC5m9iAvt4kcdXBSz
636,0.865,0.627,9,-11.4,0,0.0987,0.0993,0.0173,0.0505,0.855,90.035,216347,4,0,4HswuCNDyzUiRFfb8DH5Ub
637,0.802,0.855,10,-3.928,1,0.0381,0.129,0.00863,0.326,0.974,144.131,134050,4,0,2UHhMxm2klYzrqcKMFvTzn
638,0.649,0.529,2,-4.895,0,0.0398,0.621,0.0,0.0563,0.964,144.869,180120,4,0,1uqjLVaSyTkdDvfGAmXrHo
639,0.507,0.569,5,-5.379,1,0.0901,0.384,0.0,0.146,0.968,185.619,156920,3,1,65PXVu64xyXCpKczg4K9Cz
640,0.854,0.741,0,-5.19,1,0.0503,0.101,1.28e-05,0.0671,0.873,104.119,202253,4,0,4l3SD9S0EOaBAPejqNti6E
641,0.68,0.423,11,-11.112,0,0.136,0.0343,0.0,0.0925,0.822,169.184,237960,4,0,1PZ3QsCFec05Ls3PwOqKXZ
642,0.613,0.513,11,-6.869,0,0.0551,0.158,0.0,0.197,0.673,83.064,267613,4,0,6ltYnjVswCQtRdxmRjCG35
643,0.821,0.89,2,-5.118,0,0.185,0.167,0.0,0.153,0.939,159.982,178773,4,0,3XjLgsdtkpwhr8N105ZTOA
644,0.729,0.799,0,-5.173,1,0.0913,0.197,0.0,0.124,0.98,155.261,155920,4,0,3fDh204VGeviMZ0WtoevOg
645,0.711,0.803,0,-4.58,1,0.124,0.52,8.37e-06,0.0987,0.787,182.92,161907,4,0,3lFGBrRWUxpTfhhq6lGBRw
646,0.553,0.757,7,-8.646,0,0.0326,0.501,1.04e-05,0.0524,0.951,162.178,191200,4,0,1KjOumAi1x92WucdWaDlqD
647,0.687,0.748,3,-7.139,1,0.047,0.457,0.0012,0.2,0.972,156.049,159213,4,0,57gZ0m6MfrQhJu1DwNyIE9
648,0.538,0.717,9,-6.819,1,0.196,0.103,3.63e-05,0.071,0.87,208.029,226360,4,0,466JLm2qQmjOzfbee0PIg6
649,0.728,0.758,9,-9.149,0,0.0865,0.0552,0.00179,0.0604,0.842,90.018,215693,4,0,5a8mxYdCPqyxg5IoRMMklp
650,0.594,0.545,5,-3.44,1,0.0309,0.291,0.000907,0.0742,0.593,149.907,211760,4,0,4QX1qy6wFOoCuQlmxciEQV
651,0.917,0.603,9,-6.576,1,0.0567,0.113,0.0,0.0243,0.962,93.038,300733,4,0,4fkCG6ZvZ4oFHnNJQmD0lE
652,0.467,0.619,5,-10.079,1,0.0359,0.763,0.00545,0.181,0.826,176.296,190800,4,1,1cdpDAE7LHSHviJ73SGuGS
653,0.824,0.818,11,-8.115,1,0.0455,0.0277,0.0173,0.0522,0.989,146.145,172293,4,0,4PRK2buQisTuAOVef5t3qz
654,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,4,0,2rCbl9naJYhaxjLsfx88uM
655,0.788,0.771,0,-4.048,1,0.0562,0.0452,0.0,0.103,0.785,91.945,169560,4,0,5iF33sXejXwfTuidVHMll0
656,0.908,0.813,5,-2.749,0,0.0777,0.305,0.0,0.278,0.924,97.018,200785,4,0,4DHDIdeayp8xvlyg22wREO
657,0.589,0.853,10,-5.14,1,0.0581,0.371,0.0,0.137,0.792,171.976,209712,4,0,4J2HLNTxiVxxs6kWgTIN43
658,0.824,0.545,5,-7.127,1,0.0699,0.0221,0.00375,0.097,0.683,149.912,186088,4,0,0D75ciM842cdUMKSMfAR9y
659,0.716,0.644,9,-5.365,1,0.113,0.278,0.0,0.179,0.497,92.924,167742,4,0,5EjRxRZTIpJP1nOdowCFbZ
660,0.692,0.639,0,-6.717,1,0.0352,0.00727,0.0,0.199,0.733,140.06,193343,4,0,2plRom0urixt6BE8t7kOhQ
661,0.702,0.758,9,-4.405,1,0.278,0.14,0.0,0.111,0.837,167.915,188598,4,0,1ZN2Dat0KrO0xqr9t8QP9r
662,0.711,0.768,6,-2.862,1,0.0409,0.171,0.0,0.0902,0.797,93.974,203136,4,0,4Atb7JMjADktnKGOXzUmeF
663,0.335,0.793,2,-5.64,1,0.144,0.208,0.0,0.169,0.493,90.643,134453,4,0,2OniRNhk6QLDZxq0i6FONv
664,0.75,0.326,2,-6.828,1,0.0353,0.843,0.0,0.107,0.581,95.171,241536,3,1,1c4huI1UlrRBcu0hKd88Uy
665,0.702,0.709,7,-5.01,0,0.126,0.524,0.0,0.24,0.664,139.929,225813,4,0,2cYBf8hpxYVwdS8oX1oZBq
666,0.784,0.63,6,-4.005,0,0.0322,0.0436,0.00741,0.141,0.281,100.003,161813,4,0,7jL2tCE0Xn2tunqWayBkte
667,0.648,0.561,9,-3.879,1,0.0299,0.229,0.0,0.105,0.486,135.174,200227,3,1,1eLEdUGKax2tRtlD4fzUMg
668,0.678,0.635,6,-8.813,0,0.219,0.56,0.0,0.226,0.706,100.054,212106,4,0,0EFWdMMuZjzJLTv6J18Ojp
669,0.664,0.665,10,-3.616,1,0.0879,0.123,0.0,0.411,0.726,173.961,176970,4,0,41BzKiCrKpUQHS3TP0jmdr
670,0.692,0.618,3,-6.047,0,0.0989,0.212,0.0,0.175,0.761,159.981,159498,4,0,1l8QKeG1hH5nF5zpJWEBsR
671,0.555,0.402,0,-8.443,1,0.0314,0.628,0.0,0.0457,0.167,91.998,253634,4,1,7AjcJrynzHWlawo87kafY2
672,0.705,0.721,1,-3.409,1,0.0475,0.457,0.0,0.121,0.519,159.935,185258,4,0,4fipVdNyG6zx7nxuqHScsy
673,0.573,0.464,7,-4.357,1,0.0873,0.424,0.0,0.104,0.817,85.99,182571,4,0,3AKyURJxA2IRJwxjkZggC8
674,0.838,0.594,1,-7.173,0,0.204,0.305,0.0,0.104,0.687,94.993,171789,4,0,6JheR1ZMJyEJpFedDY1qme
675,0.74,0.63,11,-6.634,0,0.0832,0.0212,0.0,0.299,0.763,89.952,177333,4,0,4lyeOE6dXukmq04yE8u5XT
676,0.737,0.733,0,-2.936,1,0.0734,0.0211,9.34e-06,0.058,0.654,173.973,245400,4,0,4pmsYmLA5xefLsXeaJqCbU
677,0.791,0.613,9,-4.446,0,0.224,0.332,1.31e-05,0.127,0.533,91.979,162902,4,0,0vaPZCDqKhX09VwFruiRVl
678,0.787,0.641,8,-7.376,1,0.315,0.101,0.00534,0.07,0.437,182.003,184134,4,0,36CiGk9oRdwTnBDMgKEfjl
679,0.766,0.671,7,-7.816,1,0.037,0.203,8.8e-05,0.139,0.592,108.043,182222,4,0,5N99e6LuN2tknGikNAwl8n
680,0.798,0.74,0,-4.165,1,0.119,0.212,0.0,0.0794,0.733,79.992,147271,4,0,3OYk6SZD86hLCR8tCebf89
681,0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,222523,4,0,1zLBsSVxETQOfINOLYvT5m
682,0.55,0.874,5,-3.937,1,0.0508,0.00599,0.0,0.214,0.348,166.011,213180,4,0,7Ed1gXqOXuOVKz36x1t8SM
683,0.723,0.636,9,-4.426,0,0.0865,0.249,2.39e-06,0.176,0.726,171.867,199746,4,0,2HvJR8UT71uB1JNGgzK20O
684,0.734,0.775,8,-3.855,1,0.0614,0.186,0.000542,0.123,0.72,166.039,224187,4,0,0JAZWvvqttGFm4UMDsPQXC
685,0.851,0.776,6,-3.254,1,0.0561,0.12,0.0,0.1,0.804,95.995,209905,4,0,7MoZgM6AsQaZw14WnKopuy
686,0.716,0.495,8,-7.088,1,0.0339,0.0113,1.82e-06,0.104,0.435,119.975,254929,4,0,0fl9zrtFxmZEE3sx7RbS7k
687,0.666,0.452,11,-7.096,0,0.265,0.211,0.000992,0.186,0.0398,163.694,155956,4,1,0HC6S4VpCGAZvyxTdrMRIQ
688,0.634,0.731,5,-4.89,1,0.0335,0.0105,0.0,0.139,0.441,94.951,228219,4,0,76v3J11Zq0HwkJqQLyw7sJ
689,0.773,0.408,0,-9.57,1,0.0443,0.21,0.0,0.109,0.414,132.182,183265,4,1,25tHQXFLUN38dQXQyKu9Ev
690,0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972,198707,4,0,7D7EH7MGyNHWSkqrszerI1
691,0.791,0.915,10,-2.48,1,0.0809,0.0622,0.0,0.244,0.732,121.948,194262,4,0,6EQR7Y5vVZFiPD0RUECIDv
692,0.626,0.824,3,-3.058,1,0.28,0.388,1.11e-06,0.084,0.25,171.974,185865,4,0,57x2wvpsHJK0tXLfDJovwc
693,0.773,0.668,4,-4.254,0,0.366,0.374,0.0,0.0763,0.741,150.043,157419,4,0,2mMZAd3ol9wGI2WJl4XJCF
694,0.52,0.77,8,-4.427,1,0.0559,0.109,0.0,0.175,0.306,167.905,190800,4,0,35iionyYNL2IHmtctvwYAk
695,0.86,0.762,9,-2.343,0,0.0447,0.286,0.000148,0.0697,0.763,139.992,230027,4,0,4agLM5EfiWR2AKMq7gFwcM
696,0.59,0.552,0,-8.422,0,0.388,0.5,0.0,0.12,0.241,167.854,208568,4,1,12oFSoib1tf0r2rd1Fgsfe
697,0.714,0.749,1,-5.509,0,0.199,0.516,1.4e-06,0.221,0.703,169.931,248471,4,0,1qxwayGaQN4roLdX5L9pM6
698,0.757,0.892,0,-1.393,1,0.0454,0.0411,0.0,0.631,0.893,94.003,185102,4,0,5d0Xm7KIWwu4QPghrQl8G0
699,0.546,0.544,9,-9.052,0,0.0507,0.168,0.0,0.103,0.378,77.744,198253,4,1,4McNXMj0Z47n7PairFFYln
700,0.48,0.572,2,-4.013,1,0.0412,0.169,0.0,0.0711,0.452,89.89,181978,4,1,3OL6rKs4tpYCdPZ9SEx50p
701,0.709,0.764,2,-4.885,1,0.042,0.122,0.0,0.367,0.797,91.923,206593,4,0,4O6kB2HPx5gAMHokfS7h2B
702,0.656,0.705,5,-4.262,0,0.0908,0.166,0.0,0.202,0.53,172.003,179032,4,0,4z9b9AbzCw32Azqg8uJ0B6
703,0.567,0.417,5,-7.152,1,0.0325,0.617,0.0,0.108,0.36,83.008,163213,4,1,6MPmTzi1FdDKu3yhfhVd1Y
704,0.849,0.701,6,-4.407,0,0.06,0.407,0.0,0.112,0.505,98.005,261667,4,0,7Bk0uXKk1uPT0XuQbpFzvs
705,0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,197333,4,0,2MnLkFqY9Rpg9s3Zv6ZJdK
706,0.824,0.545,5,-7.127,1,0.0699,0.0221,0.00375,0.097,0.683,149.912,186088,4,0,0D75ciM842cdUMKSMfAR9y
707,0.725,0.756,4,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07,186133,4,0,3VvA1wSxukMLsvXoXtlwWx
708,0.585,0.611,6,-4.132,1,0.288,0.39,0.0,0.649,0.962,97.041,218107,4,0,5YYW3yRktprLRr47WK219Y
709,0.611,0.7,5,-3.223,0,0.153,0.257,0.0,0.11,0.482,178.024,209587,4,0,0g4QYgqn76TB16BBNW7PMT
710,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,160191,4,0,6tDDoYIxWvMLTdKpjFkc1B
711,0.83,0.517,6,-6.416,0,0.333,0.399,8.95e-05,0.0916,0.616,171.959,182496,4,0,2dNhNlpZAtV4lwAFW45LIv
712,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,203201,4,0,2XIc1pqjXV3Cr2BQUGNBck
713,0.791,0.649,10,-2.312,1,0.276,0.0624,0.0,0.184,0.951,190.087,221749,4,0,3YAnNBdk0uHyakXXzMbNJq
714,0.813,0.553,11,-6.274,1,0.433,0.261,0.0,0.176,0.683,130.905,281219,4,0,4kdMfObhCkNZ47gsl63uXP
715,0.503,0.548,0,-7.564,0,0.164,0.0751,0.000234,0.145,0.441,94.036,228920,4,1,2CdTLdDjwZdVcm0bresVWx
716,0.739,0.788,1,-5.198,1,0.0731,0.0513,0.0,0.282,0.473,175.996,324426,4,0,0VWLId2RwPCno9s1cJm2Vy
717,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,214507,4,0,5cpJFiNwYyWwFLH0V6B3N8
718,0.664,0.659,10,-4.232,0,0.0873,0.0625,0.00024,0.0874,0.797,175.826,157320,4,0,5KFHrrBMyGj5MhVbZMM3ts
719,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,4,0,2rCbl9naJYhaxjLsfx88uM
720,0.823,0.537,8,-2.627,1,0.211,0.176,3.75e-06,0.124,0.608,175.965,231595,4,0,4loQgPwJHocL3dFwLfjb1J
721,0.788,0.789,0,-2.39,1,0.124,0.397,0.0,0.226,0.867,167.897,179005,4,0,1LXb70u8SLsvBAPWHMCTMe
722,0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,232853,4,0,1xK1Gg9SxG8fy2Ya373oqb
723,0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,222523,4,0,1zLBsSVxETQOfINOLYvT5m
724,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4,1,4MzXwWMhyBbmu6hOcLVD49
725,0.635,0.706,5,-3.224,0,0.125,0.256,0.0,0.108,0.443,88.863,209160,4,0,2FSGUA0gFgGeQdprjtGM2M
726,0.634,0.731,5,-4.89,1,0.0335,0.0105,0.0,0.139,0.441,94.951,228219,4,0,76v3J11Zq0HwkJqQLyw7sJ
727,0.769,0.712,7,-5.042,0,0.105,0.0812,6.67e-06,0.0988,0.841,173.931,206897,4,0,7FhopXtl9z9YtD9NwUf9ss
728,0.736,0.632,11,-4.939,0,0.0648,0.18,0.0,0.349,0.503,92.03,216107,4,0,7ndTONDDRFGiPnnhOzOXxq
729,0.769,0.455,10,-5.698,0,0.155,0.554,2.07e-06,0.251,0.293,95.097,215293,4,1,2sqgNScWya6T8PwKMELYW8
730,0.49,0.694,5,-5.793,0,0.0618,0.0133,4.62e-05,0.0946,0.249,170.903,216123,4,0,7MXgrcOQAJ5VwSNUL0lDd3
731,0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972,198707,4,0,7D7EH7MGyNHWSkqrszerI1
732,0.547,0.638,8,-2.99,1,0.124,0.697,0.0,0.074,0.876,176.277,142065,3,0,4nbWX2HzrOEnX4xxvYRCyU
733,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,200482,4,0,0GzuHFG4Ql6DoyxFRnIk3F
734,0.763,0.621,11,-6.169,0,0.066,0.0105,2.94e-06,0.106,0.582,82.042,211130,4,0,68mrW6gXHgupgSiDHgaDi5
735,0.718,0.712,11,-4.366,1,0.174,0.512,0.00121,0.104,0.531,180.034,189653,4,0,7x4ASXYEKfQBCewcZhK776
736,0.665,0.697,9,-4.819,0,0.154,0.427,1.39e-05,0.599,0.556,94.053,216747,4,0,5zj8WNkBrEzlI5FKeYV4ol
737,0.711,0.768,6,-2.862,1,0.0409,0.171,0.0,0.0902,0.797,93.974,203136,4,0,4Atb7JMjADktnKGOXzUmeF
738,0.813,0.526,4,-4.787,0,0.125,0.105,0.000661,0.11,0.608,170.002,163320,4,0,7BIy3EGQhg98CsRdKYHnJC
739,0.628,0.765,10,-7.757,1,0.0381,0.156,7.68e-06,0.342,0.864,91.106,184867,4,0,5CEm4zZF9bw06Z9jHSMELV
740,0.665,0.94,5,-3.606,1,0.0553,0.434,0.0,0.0914,0.752,93.725,231593,4,0,7AUhck1sPy11OExQmDDx4P
741,0.811,0.683,11,-2.028,0,0.241,0.46,4.75e-05,0.128,0.571,176.037,190101,4,0,22Sh5dlwbERqJAq1fZk5b2
742,0.824,0.457,6,-5.428,1,0.0543,0.167,0.0,0.041,0.95,87.977,187427,4,0,73nAK3HgQK8dak83Y2WQ8F
743,0.878,0.713,5,-4.566,0,0.0948,0.0581,0.0,0.0822,0.615,92.028,202373,4,0,4C6BlqqMwjFzOXzqpTeoWR
744,0.605,0.8,10,-3.018,1,0.312,0.518,0.000128,0.0763,0.732,92.284,236731,4,0,69Y5IZuBvGyzySFt5x7kCq
745,0.681,0.664,6,-8.019,0,0.0353,0.335,0.0,0.0418,0.861,102.166,226821,3,0,6WYB1odDfMPVMyp1QxFInT
746,0.79,0.848,8,-4.085,1,0.315,0.236,0.0,0.0838,0.676,99.966,216182,4,0,6Vajo5NIrDIy3KlO6q8ZVL
747,0.812,0.747,4,-4.611,0,0.15,0.31,0.00412,0.1,0.488,168.025,198500,4,0,0XinBYhf1X3kdvKQHOX971
748,0.708,0.815,5,-4.164,0,0.0692,0.166,0.0,0.523,0.855,174.024,204828,4,0,5Jq958VQwRyQFujau4TMKD
749,0.839,0.667,11,-3.961,0,0.031,0.322,0.0,0.244,0.878,124.889,171360,4,0,4jcxBTrNvyqMJdMDyyjdYV
