,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,id
185,0.89,0.621,11,-5.806,0,0.157,0.224,0.0,0.118,0.537,151.983,155740,4,0,6rcKAarXztPHGdnNS2s8q9
186,0.597,0.458,0,-7.172,0,0.303,0.192,2.94e-06,0.0969,0.4,179.908,227869,4,1,2Eouq68wAhxlLqrjrFOkZv
187,0.689,0.812,1,-2.078,0,0.0843,0.37,0.0,0.0747,0.605,100.065,187200,4,0,2ITfHO15LB2CFYKEhSS3dE
188,0.891,0.589,11,-4.595,0,0.134,0.13,0.0,0.113,0.686,89.963,173333,4,0,6ZYa7s67Xdr0BqKB9IXYUP
189,0.592,0.64,6,-5.577,0,0.154,0.241,0.0,0.081,0.623,81.157,208469,4,0,6IXx1EoraLU3mFBYCXh1av
190,0.763,0.572,1,-4.066,0,0.424,0.199,5.92e-06,0.13,0.689,178.099,198747,4,0,4qzG6DyIO3RZLyhrZ6oq9f
191,0.71,0.544,6,-4.787,1,0.213,0.326,0.0,0.292,0.77,176.173,194447,4,0,4GpnuoBxRqKZUjZ5FdwPG2
192,0.725,0.345,11,-11.963,1,0.0448,0.215,0.000665,0.178,0.369,96.009,182500,4,1,2ulxio5LlOot1If8IInfhY
193,0.798,0.649,5,-8.554,0,0.0628,0.0502,0.000421,0.0903,0.819,100.036,156311,4,0,4t7l6bftv8c7Go12L0q8eQ
194,0.594,0.666,3,-5.237,0,0.211,0.565,0.0,0.0891,0.507,81.75,160244,4,0,0w9QFO4qIQd2Mik73UFFzS
195,0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,219000,4,0,2L95U6syP0bV3fkYYOzmiW
196,0.785,0.681,5,-4.463,0,0.0376,0.0525,0.0251,0.262,0.67,87.999,212813,4,0,12nd1qZl3apFJPGknLjvbm
197,0.567,0.515,1,-7.678,1,0.0813,0.735,0.000771,0.138,0.239,101.663,163316,4,1,2dEdip921GVmDUtrfAmcrk
198,0.717,0.773,10,-3.933,1,0.109,0.0165,0.00596,0.291,0.571,173.925,189662,4,0,63vfn9qDTCY3Yvp5Ym6aDU
199,0.507,0.538,1,-5.965,0,0.22,0.455,0.0,0.104,0.472,106.646,201750,5,0,0AobgJo4CiiUPxnQktjswB
200,0.788,0.88,7,-5.805,1,0.409,0.102,0.0232,0.0766,0.742,119.66,160000,4,0,7MegOBQQy9keWm1jdOEszT
201,0.747,0.737,7,-2.497,0,0.333,0.367,8.97e-06,0.149,0.54,196.036,222912,4,0,53X5FmHdNxcnZuY8YhOkgJ
202,0.746,0.776,11,-4.295,1,0.126,0.173,1.8e-06,0.143,0.745,179.954,167323,4,0,0En2Bf2GLo9E8M2fXqY3oo
203,0.598,0.796,6,-5.561,1,0.257,0.134,2.68e-05,0.258,0.834,173.888,147250,4,0,1TGIQTydkggLD4Ikfc2cmY
204,0.716,0.774,7,-3.513,1,0.0608,0.444,0.000221,0.13,0.372,93.019,185699,4,0,7AqMSwTJIYgEzmYpRjTWX3
205,0.662,0.529,3,-7.612,0,0.137,0.0673,1.96e-06,0.112,0.366,152.026,195449,4,0,5ZPCMm8v4onQdCTVHB0PVl
206,0.654,0.528,6,-8.289,0,0.0825,0.0238,2.45e-05,0.111,0.117,86.002,168500,4,1,0sF164PauKPoHYw7cIADdZ
207,0.695,0.263,8,-18.823,1,0.221,0.287,0.0,0.118,0.528,130.111,214154,4,1,3ycyugJTPSswf24ZeDgxL9
208,0.665,0.404,6,-10.462,1,0.083,0.307,0.0241,0.125,0.557,95.013,166733,4,1,2FF5m9pWgpneewxKLgZ2FY
209,0.854,0.654,10,-5.835,0,0.119,0.495,2.21e-05,0.113,0.78,99.986,184200,4,0,4ftH6O3bvfEB4EO04K2xIM
210,0.663,0.518,4,-6.411,0,0.219,0.455,0.00528,0.0852,0.343,179.973,173138,4,1,6oKesgRlWbk6O1idFXV8pp
211,0.532,0.657,5,-6.557,0,0.0938,0.46,0.0,0.508,0.735,143.298,256360,4,0,5yXs7zX65tADJC7eKULSW2
212,0.831,0.784,5,-4.0,0,0.129,0.445,1.2e-06,0.136,0.687,95.085,237198,4,0,7HWgrpwlTIQVVUZENauIa2
213,0.7,0.577,8,-6.977,0,0.117,0.0261,0.0,0.27,0.58,159.982,220100,3,0,0lRzUd0UxHsKXQfd0Ely9I
214,0.622,0.522,5,-6.904,0,0.328,0.119,0.0,0.152,0.539,174.861,198240,4,0,57I6FVcNnn3sorRnVN8MRS
215,0.588,0.203,6,-14.086,0,0.288,0.28,0.0121,0.149,0.212,129.885,178500,4,1,3iQldE2oT6MqWpcWN8oInY
216,0.599,0.765,10,-5.081,0,0.0413,0.22,2.47e-06,0.29,0.67,174.016,204371,4,0,0dcz41LKpEhewPcbC704ec
217,0.829,0.761,0,-4.449,1,0.274,0.0708,0.000459,0.151,0.31,99.984,206493,4,0,4oYrcsoNCmgKvj3R60IcoG
218,0.685,0.633,8,-6.689,1,0.0348,0.236,0.0,0.165,0.733,79.471,169057,4,0,1N9CgHzlgaa5RJjNe7fASy
219,0.74,0.679,11,-5.833,0,0.14,0.181,2.63e-06,0.123,0.259,100.061,225907,4,0,0hIvgpkpsRnyf6aLQA4hgQ
220,0.705,0.39,7,-14.321,0,0.187,0.664,0.0035,0.398,0.387,159.947,150576,4,1,6xS02EfbvnneFWCM90PJFG
221,0.619,0.642,3,-6.822,0,0.0736,0.39,0.0579,0.112,0.317,82.083,192256,4,1,0ZnHZdlMiuFrGBJVFlSshZ
222,0.64,0.513,10,-7.915,0,0.0485,0.312,0.000714,0.117,0.341,141.312,162336,4,1,20BbptvwAiTLTfYBSafptA
223,0.762,0.304,9,-9.559,1,0.252,0.643,4.33e-06,0.0887,0.484,180.172,208000,3,1,41mYosU1D5EVcAfVETUvYO
224,0.815,0.424,10,-5.946,0,0.0834,0.466,0.0036,0.116,0.565,154.018,174853,4,0,31V2GmqlWRcbaY3Up9bLYf
225,0.665,0.404,6,-10.462,1,0.083,0.307,0.0241,0.125,0.557,95.013,166733,4,1,2FF5m9pWgpneewxKLgZ2FY
226,0.729,0.397,6,-7.65,1,0.0408,0.609,0.0065,0.102,0.327,109.991,165894,4,1,1OgIsaa9XL29hQy7YqR0v1
227,0.726,0.369,5,-10.415,0,0.0507,0.193,0.0,0.167,0.267,109.9,111273,4,1,7M0q4ARGAd7J8XYkOwfjCg
228,0.72,0.365,0,-10.266,0,0.206,0.215,0.0,0.173,0.55,85.885,154906,4,1,0RyZbvuv6h5AeKXi1AYvJs
229,0.536,0.305,5,-8.108,1,0.0801,0.878,0.0117,0.479,0.456,67.141,212575,4,1,0n35rbkfEiQMKHHOgUcvdV
230,0.562,0.238,7,-17.126,1,0.0637,0.637,1.06e-06,0.115,0.323,145.76,251571,4,1,0zfARgJv86XwO9sjrDs4uq
231,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,160191,4,0,6tDDoYIxWvMLTdKpjFkc1B
232,0.726,0.617,7,-5.193,1,0.0506,0.287,0.0,0.118,0.405,130.007,196154,4,0,11glgfo3N4w5QKuUJKLnzH
233,0.335,0.361,11,-12.557,0,0.061,0.153,1.86e-05,0.274,0.17,86.532,218219,4,1,4LyInTQ5BgnQuDud2JAUdf
234,0.491,0.468,1,-6.308,1,0.225,0.908,2.53e-05,0.112,0.476,78.41,200250,4,1,4q8MvU8KueZD7zhp2Jjt7b
235,0.675,0.582,9,-6.76,0,0.316,0.222,0.0,0.0719,0.296,159.856,187920,4,0,2mUyieRFoN2700VLgsNi3b
236,0.604,0.65,11,-3.478,0,0.0413,0.0814,0.0,0.128,0.665,84.024,173573,4,0,5auKj4jbfYPJg8sQTIZaxt
237,0.684,0.576,5,-6.768,0,0.0475,0.642,0.000137,0.0932,0.767,160.029,185984,4,0,1hfA56vqCGk6SZzVSaOxSm
238,0.74,0.437,6,-10.361,1,0.0734,0.63,0.0,0.0951,0.354,99.97,174005,4,1,6hvsPuihxUfnp6GARyAO3w
239,0.742,0.424,0,-7.721,1,0.0336,0.0299,0.00113,0.107,0.352,130.007,210965,4,1,06Aj2PCegwIn406WuXvdqg
240,0.767,0.0814,2,-13.437,1,0.307,0.837,0.0023,0.174,0.348,76.572,180950,4,1,3GAOWYNUBehaZD7FhBjgdW
241,0.631,0.474,6,-13.065,0,0.0608,0.594,0.000147,0.14,0.47,79.996,246000,4,1,66La9NfMHL7hh34uj9iVeS
242,0.411,0.455,0,-6.415,1,0.114,0.72,1.81e-05,0.375,0.372,63.516,185453,4,1,6Pgpz1HnBgELh3Nda9DiGO
243,0.812,0.62,5,-9.007,0,0.0769,0.364,2.19e-05,0.099,0.348,138.007,194210,3,1,017KOegoEiI7ul0xQmNhh9
244,0.52,0.379,0,-8.636,0,0.0845,0.692,5.28e-06,0.748,0.528,129.342,197538,4,1,2fo82mPZXegubyFJTSMYSp
245,0.573,0.716,8,-6.576,0,0.27,0.409,4.81e-06,0.615,0.528,131.781,219482,4,0,58Z2aR6MVBuQumxBru8Y40
246,0.75,0.627,7,-5.342,0,0.218,0.412,0.000357,0.065,0.392,180.088,178667,4,0,1r9O3HYKcIzmGOWoajgtXX
247,0.859,0.545,1,-6.408,0,0.23,0.237,8.87e-05,0.207,0.575,84.985,153000,4,0,4dXF3hwLihDt8OiZNIWDQV
248,0.943,0.509,9,-4.448,1,0.0907,0.213,2.58e-06,0.133,0.664,130.075,209942,4,0,6K8b79GjwyTgg0Juafi5v1
249,0.638,0.574,2,-10.828,1,0.236,0.0668,1.78e-06,0.315,0.29,94.925,200000,4,1,06j0L8E6kmjo7YaOK8eboR
250,0.745,0.49,0,-5.195,0,0.394,0.181,0.0,0.293,0.371,93.027,156904,4,0,6UdltNPsNpVXOjeyYiT9yH
251,0.831,0.384,7,-9.801,0,0.079,0.334,0.0,0.108,0.369,120.02,223283,4,1,6gAdz5mfMGlNrRXp5mDUKi
252,0.845,0.628,1,-4.15,0,0.195,0.457,0.0,0.0656,0.558,98.025,197813,4,0,7B5H39EGyskcG7OloPZi3I
253,0.463,0.293,3,-11.808,1,0.0502,0.909,0.000163,0.113,0.0652,104.969,200044,4,1,38m0prhs1ExF3q6dQHTMCm
254,0.71,0.567,5,-7.926,0,0.0606,0.193,0.00166,0.109,0.59,84.998,240335,4,0,6cFgGf6N885QEI7vcld4oT
255,0.807,0.665,11,-6.381,1,0.163,0.4,1.53e-05,0.0989,0.909,100.046,215000,4,0,4uHNdcpOj8Y2b1vZ9HRHGZ
256,0.789,0.606,0,-8.382,0,0.242,0.452,6.63e-06,0.0991,0.496,85.001,172235,4,0,1dHcEAIWUzou2udyajJqTm
257,0.638,0.609,2,-7.385,1,0.109,0.209,0.000791,0.107,0.717,173.966,166207,4,0,4UXa5BATRTsItTcsfORZ19
258,0.493,0.296,7,-5.598,0,0.0761,0.899,0.0,0.0957,0.351,197.707,185682,3,1,1TXeqjCYIahhfooXkdb3aI
259,0.748,0.446,0,-8.512,1,0.267,0.487,0.0265,0.1,0.695,180.019,188617,4,1,1QcbxA9ILapCLgnFNxs3RE
260,0.786,0.544,7,-4.978,0,0.104,0.762,1.46e-06,0.113,0.565,140.073,152613,4,0,1YXvGPJqEL11QY7Lg2yM31
261,0.608,0.401,7,-8.639,1,0.129,0.888,0.00662,0.106,0.585,69.958,215873,4,1,7DJr2YQild4RF5EEJTVoMN
262,0.722,0.37,8,-8.826,1,0.203,0.525,5.06e-06,0.146,0.306,97.059,179067,4,1,02qcrVQ61nS94wWvLaiXGf
263,0.597,0.394,7,-8.802,1,0.0439,0.769,8.7e-06,0.176,0.189,119.592,201744,3,1,3x8wse8y39pB0hhu4MeEql
264,0.689,0.342,11,-10.129,0,0.071,0.608,0.0425,0.22,0.217,129.962,189667,4,1,7acURarwO3OFjtUKzzQq1T
265,0.765,0.531,0,-8.773,1,0.112,0.66,0.000961,0.103,0.54,76.99,182338,4,1,0q6GyKJUROqHWYqT0wzGBx
266,0.607,0.578,0,-6.029,1,0.0278,0.238,0.0352,0.299,0.153,138.042,198261,4,1,3aCuRkhwq3gTII6b3WWESK
267,0.732,0.442,7,-7.465,0,0.0411,0.664,4.03e-05,0.114,0.501,114.855,168526,4,1,4LEruF19ykapcfsslrVpky
268,0.501,0.577,4,-7.224,0,0.0461,0.61,1.08e-06,0.304,0.241,120.03,203093,3,1,4cIYPzGrgn3xmlxFPPfLkT
269,0.88,0.399,7,-8.173,0,0.0698,0.0615,0.0,0.225,0.797,125.969,262976,4,0,3FxMqWgtSPKuuUlJt3D2k9
270,0.866,0.527,10,-6.261,1,0.167,0.372,3.88e-06,0.0945,0.599,91.015,262200,4,0,15zGj634ctKvXflVumO5Qq
271,0.732,0.577,6,-6.9,1,0.197,0.361,0.0,0.0777,0.353,171.951,203721,4,0,5iGV0NmZl6EbBZneq02hWT
272,0.441,0.234,2,-12.054,1,0.0464,0.824,0.00559,0.0885,0.462,83.576,217400,4,1,2ZW0ePHHbbFQp1mTL7d68Z
273,0.647,0.521,7,-7.629,0,0.042,0.311,0.0,0.134,0.245,100.08,168000,4,1,32kkH5lq7AVqcrJoeq3otI
274,0.406,0.274,0,-10.589,0,0.0549,0.669,1e-06,0.109,0.18,51.827,225455,3,1,3K2PkX4J57HRMdjchzhV2x
275,0.503,0.548,0,-7.564,0,0.164,0.0751,0.000234,0.145,0.441,94.036,228920,4,1,2CdTLdDjwZdVcm0bresVWx
276,0.853,0.357,5,-6.41,0,0.175,0.331,0.000351,0.064,0.893,83.017,200964,4,0,1PGkMpc1k6DWSZ3uBlNIG7
277,0.7,0.591,9,-5.213,0,0.307,0.339,0.0,0.0841,0.202,171.643,230766,4,0,5kMrgSeV3kYYyOyEAC7Ugf
278,0.402,0.421,11,-7.872,1,0.0359,0.0731,0.00792,0.147,0.301,139.852,166286,4,1,2q5iiRByMPXFbLb40KldGu
279,0.935,0.515,5,-7.723,0,0.153,0.22,2.66e-06,0.177,0.618,119.921,197769,4,0,1gEBRuOemkKubufvFmF0pE
280,0.779,0.38,0,-9.753,1,0.0361,0.43,0.00307,0.368,0.684,130.016,222384,4,1,1Ap99oPYvI37kcFMBBTCUx
281,0.562,0.531,5,-8.706,0,0.0685,0.199,0.00144,0.109,0.624,83.937,240316,4,1,2my7K20Fv5OtE27cjG9sfu
282,0.611,0.496,7,-8.581,0,0.131,0.698,0.000364,0.112,0.595,87.771,220757,4,1,280QqgbMrLeMs6B80mIPG2
283,0.759,0.296,0,-11.979,0,0.0991,0.81,0.00292,0.105,0.845,82.006,167195,4,1,1fDvkOmyuNY72Mq0obVpWn
284,0.763,0.539,10,-5.865,0,0.163,0.232,0.0,0.0896,0.528,147.025,160000,4,0,4S2ZWFS0PbSMbXGXkjqhEB
285,0.592,0.417,7,-11.814,0,0.0521,0.703,0.00288,0.112,0.2,159.896,211811,4,1,36eeh1rlxM8Rq5uFTMog6t
286,0.594,0.7,0,-5.225,1,0.0536,0.262,0.00164,0.338,0.558,169.971,181788,4,0,0rtiIgxtRlZtqcQmyFJdxr
287,0.707,0.372,6,-9.104,0,0.0642,0.447,0.00113,0.344,0.352,112.976,210787,4,1,3IZBQ1UbvO6XUEp6TnDEJq
288,0.68,0.607,7,-6.635,1,0.49,0.283,0.0,0.612,0.845,78.735,185800,4,0,1IHNLb1RVACKjuYMXUtMo8
289,0.684,0.35,7,-9.399,0,0.0495,0.607,0.0,0.426,0.263,103.951,228602,4,1,0ytL9uW7hCZh1Wn7kOQteq
290,0.782,0.464,0,-11.45,0,0.346,0.508,0.0,0.0772,0.369,147.893,201853,4,1,1bRrJaO9IHxsx8OY3ly5di
291,0.808,0.4,7,-8.704,0,0.269,0.493,0.0,0.0705,0.671,84.948,221263,4,0,5Is75bTGs5JHmynj29tJfb
292,0.571,0.443,0,-6.76,1,0.0451,0.3,6.95e-06,0.101,0.621,143.923,247720,3,1,1Qu24vc8msUVLcMZWa4k1x
293,0.81,0.713,1,-6.085,0,0.0417,0.32,0.0,0.274,0.797,119.976,200000,4,0,2duTzwI9pAogFrBbLifCaS
294,0.494,0.623,8,-7.534,1,0.332,0.346,0.0141,0.124,0.26,112.016,291984,4,1,7AU8H4KWP6qEDHj9qcoiRN
295,0.747,0.483,0,-8.95,0,0.0484,0.0481,0.0,0.426,0.376,119.923,202005,4,1,1zjql0gnsAqpcDrYUHYBQK
296,0.583,0.552,11,-7.815,0,0.111,0.752,0.0,0.0842,0.339,82.596,212000,4,1,3R44xWwx1miSjN58p7vlkd
297,0.537,0.445,5,-9.77,1,0.119,0.77,0.00198,0.0824,0.28,84.25,243411,4,1,2WghQbGkuUcc2pOwTMO8Xa
298,0.756,0.418,7,-11.433,1,0.208,0.353,5.61e-06,0.106,0.281,125.489,223848,4,1,0RaHJJEltK9qqXPVuxhrwq
299,0.638,0.701,4,-6.264,0,0.33,0.138,0.0282,0.13,0.21,170.029,141882,4,0,1cG3h8eKPKNahi5abEVUfG
300,0.725,0.436,9,-6.309,1,0.109,0.187,0.0,0.365,0.355,141.977,186405,4,0,1qPf4Rl5l8QyK2BXsk1CJE
301,0.727,0.79,2,-3.518,1,0.0424,0.302,1.03e-06,0.0757,0.931,154.917,165290,4,0,4AVbqBvcfsr0BmgzO7WmOL
302,0.62,0.451,3,-9.896,0,0.157,0.887,0.0,0.101,0.313,99.795,172108,4,1,6Rzk7iqpQRMZALiC9yr9Zr
303,0.62,0.594,8,-5.099,1,0.0522,0.0874,0.0,0.105,0.374,98.039,173156,4,0,4n3tQbaHw7Zb7gvszXxOXX
304,0.767,0.475,5,-10.729,0,0.0428,0.832,0.0,0.112,0.703,125.98,184762,4,1,02rEaBQX5TXkTWgvLfGlVd
305,0.644,0.651,11,-6.279,0,0.0646,0.226,0.00011,0.105,0.583,152.078,176842,4,0,6pu2BLOwSrsLIecnqGU64m
306,0.715,0.7,4,-4.694,0,0.269,0.53,7.84e-06,0.108,0.647,191.951,227513,4,0,5zm5Ra1DVCmujK882R7QSP
307,0.757,0.671,8,-7.541,0,0.0422,0.104,0.0,0.0729,0.837,133.008,192500,4,0,3KJ1QkwWObfuq54pgwTRyW
308,0.799,0.666,9,-4.726,1,0.198,0.00215,0.0,0.205,0.338,129.954,225974,4,0,7J4VKp49Uh2r84SK5pUa0A
309,0.788,0.501,9,-7.539,1,0.0325,0.522,0.0,0.0929,0.652,109.964,191864,4,0,3lXFDK6qTIaP8cHKvDHd7O
310,0.874,0.66,6,-3.631,0,0.0626,0.0911,0.0143,0.123,0.593,96.993,222868,4,0,1Hs0fpydWBjawdgCocPaC7
311,0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,197333,4,0,2MnLkFqY9Rpg9s3Zv6ZJdK
312,0.686,0.885,7,-4.485,1,0.046,0.00642,0.0,0.291,0.263,103.006,224587,4,0,3yFFIGLByW4gG7U7ogIHPd
313,0.606,0.755,7,-4.916,0,0.0861,0.183,0.0,0.556,0.743,179.826,202430,4,0,3OYQbnGzAPgoxlRRnu5PRa
314,0.705,0.721,1,-3.409,1,0.0475,0.457,0.0,0.121,0.519,159.935,185258,4,0,4fipVdNyG6zx7nxuqHScsy
315,0.823,0.754,0,-4.41,1,0.0831,0.202,0.000907,0.178,0.783,90.005,195493,4,0,0EZInKKYTW5LanhkBC8JIj
316,0.752,0.819,0,-2.84,1,0.0721,0.143,0.000458,0.332,0.638,175.996,235227,4,0,4ie9colBgieHEOULuCfK3E
317,0.671,0.748,7,-6.478,1,0.0269,0.183,0.162,0.0911,0.708,131.981,270907,4,0,3uEx77R6b16SAltboKfQjh
318,0.77,0.759,2,-5.749,1,0.0535,0.0328,0.0276,0.145,0.372,90.782,159572,4,0,51tMYALx6Lkrte41DoWIPq
319,0.505,0.276,4,-12.784,1,0.0343,0.756,0.000508,0.369,0.596,103.056,225000,3,1,3sgf3LgcrNoqOB1jm7PIP0
320,0.817,0.561,4,-5.249,0,0.0553,0.15,0.00382,0.122,0.45,151.967,180173,4,0,21U0Wbps9UZrPrjZDxPtYq
321,0.821,0.647,7,-4.306,1,0.355,0.0204,0.0,0.131,0.855,166.075,195454,4,0,0n8tz5Antdme9Y210r1fqs
322,0.644,0.661,1,-4.877,0,0.451,0.369,0.0,0.0733,0.355,180.05,199882,4,0,3RasiWohReHWYM1FJ9d1ZD
323,0.589,0.853,10,-5.14,1,0.0581,0.371,0.0,0.137,0.792,171.976,209712,4,0,4J2HLNTxiVxxs6kWgTIN43
324,0.775,0.701,1,-3.358,1,0.4,0.306,0.0,0.0935,0.578,165.839,211773,4,0,0ZDncRoXNQLpEANaVx4TLo
325,0.618,0.369,9,-10.315,1,0.0527,0.897,0.0,0.097,0.505,139.741,197143,4,1,1kI3PXvfdM4KvTu3BsK2AO
326,0.771,0.575,0,-5.178,0,0.0794,0.555,0.00818,0.105,0.56,84.522,147084,4,0,7MIkwVS7Wm1vYTEoDPsyVS
327,0.773,0.816,1,-5.003,1,0.0339,0.0057,0.00722,0.115,0.322,116.015,145307,4,0,6lKahGl8Y5KEoyvyTmWHvc
328,0.742,0.738,1,-4.86,1,0.0558,0.296,0.00126,0.119,0.456,88.985,189375,4,0,0cHuDFkcVBjuvYQxEgcpBv
329,0.85,0.849,8,-3.436,0,0.0437,0.611,0.000193,0.329,0.92,143.975,203507,4,0,0MT6qJd7wKlWjH7tP7oWHi
330,0.82,0.558,7,-7.87,0,0.168,0.35,0.0,0.348,0.515,88.047,181253,4,0,68BjkLhM0Sb0wGDd6w5jKU
331,0.852,0.669,6,-4.067,1,0.0748,0.0438,0.0,0.0914,0.682,110.696,151813,5,0,4e54PAuILqrhjr2ryuMvdq
332,0.786,0.899,10,-0.515,1,0.127,0.192,0.000189,0.299,0.813,90.025,216510,4,0,5u7twkeask1VIyDeNTElSU
333,0.863,0.823,11,-4.271,1,0.121,0.246,0.0,0.134,0.406,98.964,157595,4,0,0Vd3oU8EfWdZZO1J0W3dBN
334,0.791,0.915,10,-2.48,1,0.0809,0.0622,0.0,0.244,0.732,121.948,194262,4,0,6EQR7Y5vVZFiPD0RUECIDv
335,0.594,0.42,0,-8.324,1,0.0996,0.343,0.0,0.106,0.464,169.454,191546,4,1,1YrpPdjVU89FeCvSMsUYLr
336,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,4,0,2rCbl9naJYhaxjLsfx88uM
337,0.717,0.773,10,-3.933,1,0.109,0.0165,0.00596,0.291,0.571,173.925,189662,4,0,63vfn9qDTCY3Yvp5Ym6aDU
338,0.75,0.326,2,-6.828,1,0.0353,0.843,0.0,0.107,0.581,95.171,241536,3,1,1c4huI1UlrRBcu0hKd88Uy
339,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,4,0,5jzEwSyyymBlf1fa1o39T2
340,0.648,0.561,9,-3.879,1,0.0299,0.229,0.0,0.105,0.486,135.174,200227,3,1,1eLEdUGKax2tRtlD4fzUMg
341,0.861,0.946,7,-2.47,0,0.177,0.0146,1.23e-05,0.0891,0.853,99.984,132142,4,0,0fA6OOtT1uVcQblKjwJ6wm
342,0.888,0.817,11,-3.689,0,0.185,0.28,1.66e-06,0.295,0.523,108.985,152025,4,0,6wzSbB1BehXsNtw5Wyc84d
343,0.815,0.424,10,-5.946,0,0.0834,0.466,0.0036,0.116,0.565,154.018,174853,4,0,31V2GmqlWRcbaY3Up9bLYf
344,0.873,0.59,4,-4.247,0,0.197,0.353,0.0,0.0977,0.523,111.994,225173,4,0,7wy5kv4fYAsR9qFxKKZC5E
345,0.737,0.634,3,-4.25,0,0.0424,0.345,0.0,0.111,0.528,94.927,206360,4,0,5RmSunLqeDqNWww8LWhAiK
346,0.813,0.623,9,-4.522,0,0.112,0.148,0.0,0.0908,0.674,84.003,187411,4,0,5fMo4acbRCkXZRsSuwxYZX
347,0.788,0.771,0,-4.048,1,0.0562,0.0452,0.0,0.103,0.785,91.945,169560,4,0,5iF33sXejXwfTuidVHMll0
348,0.908,0.813,5,-2.749,0,0.0777,0.305,0.0,0.278,0.924,97.018,200785,4,0,4DHDIdeayp8xvlyg22wREO
349,0.852,0.593,6,-5.892,1,0.0702,0.386,0.168,0.154,0.87,90.002,221407,4,0,66S2z95FN3nUAr9S1gUIsp
350,0.5,0.488,4,-10.002,1,0.0283,0.418,2.5e-06,0.109,0.481,165.893,185356,4,1,4nM3e7Ignsc1HgUCqnNwNb
351,0.741,0.558,11,-6.029,0,0.229,0.306,0.000327,0.1,0.265,179.972,188955,4,0,0iWxrdjwEGOrTC9AszgAJk
352,0.74,0.673,0,-2.872,1,0.102,0.232,4.45e-06,0.12,0.698,180.026,198592,4,0,1bmm8qIp60aMkozpkPnxNM
353,0.807,0.712,1,-5.757,1,0.1,0.532,2.37e-05,0.163,0.792,100.004,241659,4,0,5RAIMjdrCEjpjaR5tBATXU
354,0.893,0.699,8,-4.111,0,0.106,0.00886,0.0,0.311,0.859,139.069,190973,4,0,2OWlM0rndaLjgtiLCHDIRM
355,0.801,0.76,5,-5.948,1,0.107,0.252,9.17e-06,0.207,0.508,102.061,185467,4,0,0NipDzamAtvro0HMcZD5DK
356,0.768,0.643,8,-7.383,0,0.322,0.313,0.0194,0.0819,0.452,188.036,166731,4,0,05s2GU3X9VET94jDtQi4bg
357,0.791,0.682,5,-7.328,1,0.158,0.175,0.0,0.0926,0.672,98.031,166851,4,0,6AzKhCHOms83jvNVLsz0Bt
358,0.657,0.645,10,-5.349,0,0.25,0.0581,0.0,0.337,0.452,129.369,195048,3,0,1pkNZFVhcshcvN5I6Nvb0q
359,0.773,0.825,11,-5.051,1,0.0788,0.302,5.9e-05,0.0974,0.719,96.097,220553,4,0,46mjoNCQ3EifsDnd6dwqRD
360,0.846,0.548,1,-6.397,1,0.256,0.241,0.0713,0.0419,0.516,94.925,209680,4,0,7MmrcXVA7A5zZ2CbDuGHNa
361,0.91,0.856,11,-2.082,0,0.157,0.0346,0.000223,0.0624,0.771,109.029,201941,4,0,6wwT3PgG3eFuKCpxzjMJFs
362,0.87,0.675,10,-8.991,0,0.124,0.187,2.88e-06,0.0874,0.609,99.981,178863,4,0,3jmqR46wZETwifGvOKSFNL
363,0.726,0.706,1,-3.448,1,0.343,0.152,0.000587,0.0291,0.555,119.896,187556,3,0,6JR3F5nXtkkHwiCHIeYqSC
364,0.883,0.533,10,-12.851,0,0.0547,0.00597,0.00135,0.0731,0.2,112.017,328766,4,1,7b3991NnMDhwZRq7C2Cpgc
365,0.752,0.712,10,-4.739,1,0.0537,0.2,0.0,0.117,0.684,112.988,203598,4,0,3owxTeAZ7UXqQjeGloHGKg
366,0.745,0.828,2,-4.041,0,0.0594,0.214,7.25e-05,0.0667,0.853,94.913,226867,4,0,282NqBO5Lzg6oXoaNGK9kd
367,0.891,0.614,3,-7.749,0,0.0745,0.0431,0.0286,0.123,0.655,109.938,206000,4,0,3n8cVzL2mibNoBC6aR5lo0
368,0.908,0.529,6,-7.032,1,0.135,0.157,0.000142,0.0634,0.743,105.021,248500,4,0,6nGM44ZP7vSo0istUW2MOq
369,0.932,0.485,9,-8.926,1,0.0965,0.609,0.0295,0.141,0.43,131.959,155454,4,1,30GqVivI3eb7OgonUemcjf
370,0.704,0.773,7,-5.272,1,0.228,0.17,0.0,0.119,0.41,96.178,225000,4,0,4qxWose1KJgPDYQkMs0Ng5
371,0.861,0.725,4,-4.331,0,0.116,0.141,5.77e-06,0.107,0.73,94.988,232000,4,0,66nfXAO6C4u5EFQ2DZR8MZ
372,0.665,0.805,7,-2.682,0,0.243,0.236,0.0,0.0942,0.605,95.495,193469,4,0,1udLHGAe97jz3rYGkcdhtn
373,0.8,0.807,11,-6.323,0,0.0633,0.0337,0.0,0.0985,0.733,95.015,197211,4,0,4Z6VSJZDhmMhS9V7E4etFV
